Attribute,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
value,0.4287,0.8377,0.4656,0.4115,1.5365,1.306,0.8208,0.6243,1.5357,1.5346,1.1506,0.7984,0.5947,0.6342,1.1917,0.8839
min,0,0.4522,0,0.0759,0.547,0.1729,0.1696,0.2115,0.3838,0.7188,0,0.1896,0.2657,0.1996,0.6624,0.2245
max,0.7511,1.1201,1.2327,1.0983,3.2857,3.1407,1.4413,1.4606,9.0333,2.6512,1.7538,1.2137,1.4997,1.6137,1.8433,2.2024
mean,0.4345,0.8394,0.4692,0.4068,1.5325,1.3065,0.8259,0.6224,1.5404,1.5407,1.149,0.8013,0.5935,0.6388,1.1934,0.8915
std. dev.,0.195,0.1978,0.2935,0.2274,0.7277,0.8135,0.4371,0.3334,2.1164,0.6528,0.5163,0.2654,0.34,0.3647,0.3747,0.4847
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 2014,,,,,,,,,,,,,,,,
value,0.0162,0.0319,0.0362,0.0277,0.1174,0.0924,0.0421,0.0756,0.08,0.1539,0.1063,0.0874,0.0315,0.1378,0.0899,0.0583
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,0.1,0.2,0.2,0.1,0.5,0.2,0.1,0.3,0.3,0.4,0.4,0.7,0.1,1,0.7,0.2
mean,0.0167,0.0308,0.0368,0.0286,0.1182,0.0929,0.0429,0.0773,0.08,0.1545,0.1071,0.0826,0.0308,0.1385,0.0923,0.0588
std. dev.,0.0383,0.063,0.0684,0.0463,0.1053,0.073,0.0535,0.111,0.0862,0.1214,0.1328,0.1497,0.048,0.2755,0.1891,0.0712
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 2010,,,,,,,,,,,,,,,,
value,1.1831,2.339,1.7233,1.1761,3.3427,3.63,2.2972,2.8295,2.2948,3.6004,4.5975,3.1253,1.2164,1.4987,3.6154,1.8342
min,0.5,1.1,0.6,0.7,1,1.8,1.4,1.6,1,2.1,2.1,0.6,0.4,0.7,1.6,0.6
max,2.6,5.3,5,2.2,7.7,7,3.1,6.4,4.5,5.7,7.3,5.1,2.5,2.3,12.1,4.2
mean,1.1944,2.3538,1.7421,1.1667,3.3545,3.6571,2.3,2.8364,2.3,3.6,4.6071,3.1217,1.2077,1.5,3.6385,1.8529
std. dev.,0.5241,1.0179,0.9347,0.3665,1.3965,1.5722,0.5598,1.0826,0.9434,1.2321,1.4264,1.0095,0.5766,0.4813,2.935,1.1397
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 2000,,,,,,,,,,,,,,,,
value,9.1324,16.5287,11.8332,7.6702,23.031,16.7189,15.156,15.4488,17.3279,21.0238,18.6504,19.6833,10.0743,17.5879,22.4364,25.4367
min,5.1,10.2,8.2,5.4,13.4,10.1,10.7,8.5,12.9,15.3,12.4,13.6,6.5,11,16.6,18.3
max,13.9,24.6,16,11.3,33.9,21.4,18.8,22.3,23.9,28.4,25.3,27.4,15.4,33.8,32.6,34.5
mean,9.1833,16.5231,11.8526,7.6571,23.0864,16.6786,15.1714,15.4136,17.3267,21.0182,18.6643,19.6565,10.0385,17.6308,22.4615,25.4882
std. dev.,2.5631,4.6535,1.9239,1.5227,5.8834,3.6211,2.7615,3.2472,3.7568,4.343,4.2337,2.8608,2.7409,5.8337,4.7637,4.8081
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1990,,,,,,,,,,,,,,,,
value,9.8041,13.9138,13.0981,9.3509,19.9185,14.2688,13.9167,14.8177,16.303,18.3148,15.2894,18.8322,9.9207,15.642,21.5468,19.8422
min,6.6,11.9,8.9,7,14.6,6.2,9.1,9.8,11.1,14,8.2,14.1,6.2,12.8,14.8,14.6
max,14.2,17.5,15.1,12.6,26.5,18.8,17.1,20.1,21.2,20.7,24.7,23.7,14.7,24.7,29.7,25.4
mean,9.85,13.8846,13.0947,9.3429,19.9773,14.2214,13.9429,14.8045,16.3,18.3364,15.3643,18.7652,9.8769,15.6769,21.5385,19.8706
std. dev.,2.0385,1.7243,1.5138,1.744,3.5159,3.2704,2.9596,2.8691,2.8481,2.2083,4.5532,2.4594,2.6233,3.0053,4.1594,3.3275
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1980,,,,,,,,,,,,,,,,
value,12.634,12.2623,9.8288,8.1106,14.8083,11.1203,12.3407,13.6854,15.972,15.1455,14.6783,16.0267,14.4675,15.7301,18.4026,21.3471
min,8.1,9.5,6.2,5.4,9.2,6.2,10.4,11.5,8.6,10.8,10.8,11.3,8,8.7,13.7,15.2
max,20.8,15.4,12.1,12.5,19.9,15.4,14.1,16.9,25.5,18.9,17.3,23.5,20,22.2,22.6,29.2
mean,12.65,12.2462,9.7895,8.0952,14.8045,11.1357,12.3143,13.6909,15.9667,15.1455,14.6643,16.0348,14.4231,15.6923,18.3923,21.3176
std. dev.,3.3033,1.7467,1.998,1.8107,2.9669,2.4669,1.6067,1.502,4.7773,2.7966,1.9661,2.7955,3.5833,3.3458,2.7753,4.1154
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1970,,,,,,,,,,,,,,,,
value,12.9442,16.0189,16.1564,14.3707,15.0141,18.0369,15.2671,17.6146,19.9115,16.0121,16.78,16.7222,18.4576,19.3759,15.5652,15.2409
min,9.9,11.6,12.7,10,9.5,14.2,9.6,14.3,15.2,12.4,12.6,13.4,10,15.9,11,9.9
max,15.1,22.5,25.1,18.6,20,25.6,19.6,21.4,25.6,20,20.7,21.1,25.2,23.3,21.5,21.9
mean,12.9667,16.0692,16.1316,14.3524,15.0091,18.0857,15.2857,17.6091,19.96,15.9727,16.7786,16.7174,18.4154,19.3615,15.5538,15.2176
std. dev.,1.2746,3.4875,2.7338,2.1706,2.6186,3.6002,3.4031,1.8637,2.5562,2.5566,2.2022,1.9718,4.5585,2.6149,3.4004,2.7738
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1960,,,,,,,,,,,,,,,,
value,10.9493,9.6039,11.839,12.6535,8.3699,9.6421,10.5775,12.0385,10.2416,9.2596,11.4559,9.7033,15.9439,10.3042,7.5073,7.1246
min,7.3,7,9.5,8.3,3.5,7.1,5.2,9.7,6.5,5.6,5.9,7.1,10.8,3.4,5,5
max,14.1,12.4,16.2,17.8,12.2,13.4,14.7,15.5,12.9,13.1,15.9,13.4,23.7,14.5,11.2,15.4
mean,10.9444,9.6077,11.8474,12.6857,8.3545,9.6643,10.6,12.0227,10.2267,9.2818,11.4571,9.7261,15.9154,10.3,7.5,7.1294
std. dev.,1.9512,1.738,1.7586,2.5021,2.0951,1.929,3.2731,1.6973,2.1927,2.0064,2.7615,1.9946,3.7423,2.652,1.9698,2.5389
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1950,,,,,,,,,,,,,,,,
value,12.2771,10.308,12.6152,14.7109,6.1256,9.8142,9.1995,10.4973,7.6288,6.2539,9.3199,7.6512,12.8631,9.0971,5.8859,4.9859
min,5.9,6.4,9.5,8.7,1.4,5.8,6,6.6,4.3,3.9,4.1,5.9,9.1,1.7,2.1,1.3
max,17.7,13.2,17.8,19.3,10.3,20,12.2,16.8,10.8,8.2,14.2,9.7,18.8,11.1,8.2,7.4
mean,12.2556,10.3385,12.5737,14.7571,6.0818,9.8286,9.2286,10.5136,7.6133,6.2545,9.3,7.6739,12.9462,9.0769,5.8769,4.9706
std. dev.,3.3214,1.8848,1.8508,2.8779,2.3439,3.3403,2.2809,2.4129,2.3709,1.216,3.334,1.3437,3.0628,2.3403,1.722,2.0002
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1940,,,,,,,,,,,,,,,,
value,6.0647,4.5193,6.5993,7.8652,3.3721,4.5002,4.9649,5.6311,3.3515,2.752,4.1813,3.2049,6.1752,4.8585,2.1868,1.756
min,3.3,3.4,4.2,6.3,1.6,2.2,3.8,3.9,1.5,1.3,2.1,1.4,2.6,1.5,0.9,0.3
max,8.6,5.5,10.3,10.4,7.5,8.8,6.1,7.8,5.1,4.6,6.1,4.4,9.4,7.1,4.6,3.8
mean,6.0389,4.5308,6.5842,7.8857,3.3636,4.4714,4.9714,5.6409,3.3333,2.7545,4.1643,3.2217,6.2154,4.8538,2.1769,1.7588
std. dev.,1.2765,0.7398,1.4013,1.0692,1.4066,1.7613,0.8577,1.1513,1.2442,0.9923,1.3001,0.631,2.2686,1.6066,0.9167,1.0654
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR STRUCTURE BUILT - Total housing units - Built 1939,,,,,,,,,,,,,,,,
value,24.9573,14.4263,16.2381,24.0677,5.9266,12.1971,16.2526,7.3529,6.8939,7.5009,4.9062,4.9594,10.7954,5.7606,2.7093,2.3428
min,14.2,7.3,10.7,13.9,1.9,2.6,5.5,3.6,0.5,1,2.3,2.6,2.9,2.8,0.3,0.5
max,34.7,22.4,24.5,38.2,13.1,17.7,34.9,14.6,13.3,15.6,8.6,10.2,27.7,8.5,5.7,7.5
mean,24.8611,14.3692,16.3158,24.0333,5.8773,12.1857,16.1571,7.3818,6.9,7.5,4.8571,4.9957,10.8769,5.7615,2.7154,2.3059
std. dev.,5.7585,4.7952,3.3464,5.86,2.729,4.3359,9.0391,2.7297,4.325,4.8239,2.1925,2.1793,7.8658,1.7947,1.5274,1.9139
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
std. dev.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,34.0366,36.5075,37.1742,34.6207,41.5235,42.9979,42.8069,37.106,46.2483,49.6414,46.575,38.9467,38.751,44.8066,49.0235,38.919
min,29.6,30.2,32.4,29.3,35.6,36.8,38.4,31.1,40.7,44.2,39.9,23.9,32.3,40.6,40.3,30.9
max,38.4,41.2,41.4,42.4,47.2,49.6,48.9,45.6,56.8,56,53.3,43.6,45.6,49.8,58.6,48.2
mean,34.0444,36.5308,37.2158,34.6,41.5636,43,42.8286,37.1682,46.26,49.6545,46.6,38.8652,38.7462,44.8385,49.1077,38.9647
std. dev.,2.4696,3.4388,2.3116,3.3574,3.1501,3.4138,3.5664,3.4825,3.7144,3.5686,3.9794,4.1457,3.713,2.7539,5.3999,3.733
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,31.5842,32.1152,31.4136,29.0746,33.0523,30.6499,28.9077,30.6507,29.9914,28.7512,28.3662,32.0176,30.1014,30.6148,28.7784,34.8165
min,28.8,30.7,27.2,25.8,27.9,20.9,24.1,25.9,23.5,22.6,23,28.3,24.7,24.6,23.2,29.8
max,35.2,34.8,35.5,32.3,39.9,35.4,31.8,33.7,36.1,33.3,32.1,40,32.3,34,35.4,38.5
mean,31.5944,32.1308,31.4,29.081,33.0318,30.6357,28.9286,30.6182,29.9867,28.7364,28.3357,32.0174,30.1077,30.6154,28.6923,34.8118
std. dev.,1.8542,1.2452,1.9035,1.561,3.2855,3.3555,2.8283,1.8718,3.2384,3.1945,2.6966,2.328,2.0617,2.5202,3.1274,2.5134
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,15.7279,15.3255,15.2319,15.3963,13.7213,13.4574,13.4217,14.9722,12.9128,11.6096,12.3801,14.8282,15.0023,12.6146,12.4194,15.0363
min,14.6,12.7,13.3,12.6,11.7,11.7,11.6,12.9,8,10.5,10.4,12.7,12.4,10.2,7.7,11.5
max,16.8,17.6,17.9,17.6,17.3,15.1,14.7,16.6,15.5,12.4,15.1,17.8,17.8,16.1,17.2,18.1
mean,15.7333,15.3,15.2,15.4143,13.7273,13.4571,13.4143,14.9818,12.9133,11.6091,12.3786,14.8478,15.0077,12.6077,12.4,15
std. dev.,0.5202,1.486,1.146,1.1913,1.5179,0.9121,1.1452,1.1819,1.6265,0.6503,1.2589,1.4167,1.6189,1.6731,2.3766,1.6221
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,8.6367,7.5541,7.4119,8.7505,5.8189,6.06,6.6896,7.4478,5.8703,5.2315,5.8082,6.5346,7.9631,6.1905,5.2013,6.266
min,7.4,6,6.1,7.2,2.9,4.1,5,5.7,4.1,4,3.9,3.9,6.1,3.5,2.1,4.1
max,9.6,9.2,8.5,11.5,8.7,8.3,8.4,10.4,7.1,6.2,8.6,10,9.2,8.3,6.8,8.2
mean,8.6333,7.5462,7.4053,8.7429,5.8227,6.0643,6.6714,7.4364,5.8667,5.2273,5.8071,6.5652,7.9615,6.1846,5.2077,6.2647
std. dev.,0.6287,1.0619,0.6745,1.0815,1.4732,1.1927,1.3187,1.0861,0.8633,0.7811,1.0666,1.2448,0.9717,1.3686,1.2573,1.0787
,,,,,,,,,,,,,,,,
2014 Estimate; YEAR HOUSEHOLDER MOVED INTO UNIT - Occupied housing unit,,,,,,,,,,,,,,,,
value,10.0141,8.4592,8.7524,12.1619,5.8754,6.8558,8.2029,9.837,4.9707,4.785,6.8715,7.6976,8.1901,5.7661,4.601,4.9742
min,7,6,7.3,9.2,2.9,5,6.5,7.2,2.8,2.9,3.8,3.6,5.6,2.5,1.4,1.5
max,12.6,11.1,11.2,18.1,9.5,9.8,9.9,13.5,7.2,6.7,9.2,10.3,13.3,7.7,6.6,9.6
mean,9.9944,8.4538,8.7632,12.1667,5.8455,6.8643,8.1857,9.8091,4.9667,4.7909,6.8786,7.7304,8.1846,5.7462,4.6154,4.9706
std. dev.,1.6376,1.4304,1.0558,2.2769,1.6964,1.3483,1.3886,1.5194,1.2619,1.2478,1.4482,1.616,2.1039,1.4057,1.2635,2.5069
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - Less than $50,000",,,,,,,,,,,,,,,,
value,4.8394,8.0438,9.6504,12.539,6.6713,7.4587,10.3961,15.5168,6.744,8.152,11.2694,13.0179,3.7731,7.9693,10.5694,14.8711
min,3.5,4.9,4.3,7.9,3.8,3.6,6.4,9.1,4.4,5.7,7,6.4,1.8,6,6.5,7.4
max,6.2,13.9,13.3,24.3,11,12.8,18.2,20.8,11,14.1,14.8,22,5.8,11.3,17.6,29.4
mean,4.8611,8.0692,9.6263,12.4667,6.6773,7.5143,10.3714,15.5455,6.76,8.1091,11.2714,12.8913,3.7846,7.9846,10.5846,14.9529
std. dev.,0.9375,2.5578,2.3254,4.6547,1.9398,2.4491,3.9618,3.6861,1.7747,2.3692,2.4282,3.8097,1.1097,1.562,3.5423,6.2898
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $500,000 to $999,999",,,,,,,,,,,,,,,,
value,8.1676,3.0155,2.0982,1.6316,6.6257,3.0807,2.7969,2.0849,11.2053,5.0123,2.2727,2.4365,37.8941,5.7684,3.6801,3.8645
min,3.3,1.7,0.3,0.1,2.2,1.6,1,0.5,3.9,1.7,0.6,0.5,24.9,1.3,0,0.7
max,23.5,6.4,4.4,2.9,11.8,5.5,4.4,4.2,27,9.2,5.6,4.9,52.7,11.7,8.1,14.5
mean,8.1722,3.0231,2.1,1.6381,6.6591,3.0714,2.7857,2.0727,11.1667,5.0091,2.25,2.4652,37.9077,5.7615,3.6615,3.8059
std. dev.,5.0367,1.3052,1.1255,0.6152,2.2243,1.2572,1.1157,1.0872,6.036,2.2634,1.3398,1.3086,9.5219,2.9136,2.0958,3.4669
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $50,000 to $99,999",,,,,,,,,,,,,,,,
value,5.2804,9.9348,20.58,26.368,7.5592,10.462,19.2268,24.1247,3.7178,11.1054,24.1833,19.9263,2.1076,7.6257,16.9158,22.0297
min,1.3,4.1,12.2,20.2,1,3.9,10.3,12.6,1.1,5.8,16.3,3.5,1.3,4.5,9,4.5
max,11.1,16.7,32,36.6,19.2,17.3,25.5,33.9,12.3,19.4,30,29.6,4,14.1,28.2,36.6
mean,5.3222,9.8923,20.5263,26.3381,7.6455,10.4929,19.2857,24.1409,3.7267,11.1091,24.2214,19.7652,2.1154,7.6308,16.9923,22.1647
std. dev.,2.9018,3.951,6.0569,4.4919,5.3669,4.2561,5.1638,5.4119,3.134,4.641,4.5506,5.7811,0.8102,3.6061,5.3713,9.2588
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $300,000 to $499,999",,,,,,,,,,,,,,,,
value,23.2896,13.0692,7.8393,6.0851,19.6795,12.5627,8.6477,6.5747,28.1543,13.7976,7.3212,8.5055,28.4349,19.7522,11.918,10.1725
min,15.6,7.6,3.2,2.4,11.3,7.4,6,2.8,17.8,9.1,4.6,4.2,14.2,10.5,2.7,2
max,38.6,20.6,13.6,10.7,35.8,19.9,13.3,10.7,38.6,19.5,12.2,16.3,37.3,30.7,19.9,23.9
mean,23.2667,13.1077,7.8368,6.1095,19.6273,12.55,8.6429,6.5727,28.08,13.7818,7.2857,8.613,28.4308,19.7538,11.8692,10.0706
std. dev.,5.4371,3.7028,2.424,2.0731,5.6089,3.7843,2.4453,2.1198,5.9749,3.4052,2.1993,3.1602,7.623,6.3025,4.2352,5.9244
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $200,000 to $299,999",,,,,,,,,,,,,,,,
value,29.1433,22.9658,16.0742,13.3937,26.7683,24.3042,16.7575,14.5074,29.1741,22.0273,14.1703,16.1622,10.1445,26.2991,18.5452,15.5412
min,19.9,18,10.2,5.4,14.7,18.3,14.9,8.7,18,15.9,8.7,10.7,2.1,20.5,10.1,5.6
max,37.6,29.4,22.1,17.1,36.7,32.8,22.5,21.4,37.1,28.2,19.3,27,19.1,31.8,25.2,24.2
mean,29.0778,23.0308,16.1211,13.4381,26.6636,24.3286,16.7286,14.5182,29.2067,22.0091,14.15,16.3043,10.0846,26.3462,18.5,15.4941
std. dev.,4.2086,4.0167,3.2969,3.0526,6.1034,5.2296,2.7433,3.5773,5.9866,3.7824,3.2727,4.2532,5.363,3.0609,4.0006,5.4995
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $150,000 to $199,999",,,,,,,,,,,,,,,,
value,17.2945,22.3384,18.814,16.435,17.8492,21.8451,19.1904,16.4184,12.7217,20.3219,17.0506,18.6308,3.0743,18.349,18.4382,15.3585
min,5.2,18.5,12.8,11.2,8.3,14.8,15.9,11.6,6.8,16.7,13.4,13.3,1,10.8,15.1,7.9
max,24.2,26.2,23.7,20.8,22.7,24.6,23.3,20.8,25.4,24.2,22,25.2,6.6,24.5,26.9,22.3
mean,17.2778,22.3385,18.8105,16.4429,17.8136,21.8,19.1714,16.4364,12.7667,20.3364,17.0429,18.6652,3.0538,18.3077,18.4231,15.3353
std. dev.,4.4035,2.553,2.6202,2.5065,3.1857,2.625,2.9421,2.3404,4.6017,2.6036,2.5708,3.0248,1.8773,4.291,3.1393,4.0308
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $100,000 to $149,999",,,,,,,,,,,,,,,,
value,10.4874,19.9229,24.5018,23.2222,13.6742,19.7504,22.3363,20.2953,6.4309,18.4476,23.0915,20.7388,1.9037,13.1135,19.0176,16.9443
min,2.8,11.5,19,16.5,4.1,11.7,19.4,15.4,3.8,12.4,17.6,14,1,7.9,14.6,9
max,17,29.6,29.6,29.6,23.4,31.7,25.5,26.4,13.1,25.8,30.4,26.2,3.8,19.2,26.6,22.2
mean,10.5278,19.8231,24.5368,23.2429,13.7273,19.7071,22.3714,20.2364,6.4467,18.5091,23.1429,20.7087,1.9,13.1,19.0538,16.9882
std. dev.,3.7517,5.2819,3.0176,3.0889,5.2914,5.7817,2.5883,2.8507,2.936,4.7067,3.32,3.1354,0.9083,4.0659,3.9003,3.1418
,,,,,,,,,,,,,,,,
"2014 Estimate; VALUE - Owner-occupied units - $1,000,000 or more",,,,,,,,,,,,,,,,
value,1.5087,0.7577,0.4884,0.3638,1.1733,0.5212,0.6479,0.4832,1.8379,1.1341,0.6986,0.5992,12.6766,1.1289,0.8788,1.222
min,0.4,0.3,0,0.1,0.3,0.2,0.3,0,0.2,0,0.1,0,5.5,0.4,0.2,0
max,5.2,1.2,1.2,0.7,3.8,1.3,1.4,1,6,2.1,1.4,1.3,28.3,2,2.2,5.6
mean,1.5056,0.7615,0.4895,0.3619,1.1864,0.5214,0.6429,0.4818,1.8333,1.1364,0.6929,0.6043,12.7308,1.1231,0.8769,1.1941
std. dev.,1.1879,0.315,0.3332,0.1465,0.7729,0.3043,0.3952,0.2889,1.5453,0.6757,0.3668,0.3522,6.7163,0.5102,0.579,1.3713
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - Mobile home,,,,,,,,,,,,,,,,
value,1.9352,5.5275,4.9217,3.7085,6.227,5.1703,5.8556,11.4411,4.3729,5.2678,6.7931,12.7875,2.8184,6.9349,11.0977,14.6785
min,0.5,1.5,1.4,0.9,1.4,1.5,2.4,7.3,1.8,2.7,5,3.5,0.1,3.6,3.1,7.9
max,6.8,12.9,11.4,7.8,12.5,10.6,12.8,16.9,9.7,8,10.7,25,7.2,12.1,22.6,29.3
mean,1.9556,5.5769,4.8947,3.6857,6.2682,5.2143,5.8,11.4,4.38,5.2545,6.8,12.7565,2.8385,6.9462,11.1077,14.6294
std. dev.,1.7761,3.7855,2.6263,1.7659,3.1622,3.2912,4.414,2.9037,2.2268,1.6914,1.3359,5.2482,2.2795,2.6563,4.5494,6.4284
,,,,,,,,,,,,,,,,
"2014 Estimate; UNITS IN STRUCTURE - Total housing units - Boat, RV, van",,,,,,,,,,,,,,,,
value,0.028,0.0229,0.0364,0.005,0.0533,0.0152,0.0434,0.0839,0.127,0.0733,0.0995,0.0434,0.0612,0.1462,0.145,0.3381
min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.5,0.3,0.2,0.3,0.1,0.4,0.4,0.5,2.2
mean,0.0278,0.0231,0.0368,0.0048,0.0545,0.0143,0.0429,0.0864,0.1267,0.0727,0.1,0.0435,0.0615,0.1462,0.1462,0.3294
std. dev.,0.0461,0.0439,0.0684,0.0218,0.0912,0.0535,0.0787,0.1207,0.0799,0.0905,0.1109,0.0507,0.1121,0.1266,0.1506,0.5336
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - 5 to 9 units,,,,,,,,,,,,,,,,
value,5.4385,3.3758,4.2008,4.3095,4.3917,4.9827,5.8351,4.4138,6.1198,6.1208,5.2778,4.3393,5.6489,4.315,5.9979,3.6127
min,3.7,1.8,2.4,1.7,2.5,3.3,3.4,1.8,3.6,4.1,2.9,2,3.3,3,3.6,1.4
max,7.6,5.6,7,6.2,7.7,8.1,8,7.8,9.3,10.9,7.3,7.2,8.3,7.6,10.4,5.3
mean,5.4389,3.3923,4.2263,4.3048,4.3955,5,5.8571,4.4273,6.12,6.1545,5.3,4.3391,5.6615,4.3154,6.0154,3.5941
std. dev.,1.0694,1.1184,1.2574,1.0679,1.4314,1.4982,1.6572,1.54,1.2924,2.0216,1.3033,1.3354,1.5956,1.2522,2.2241,1.0347
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - 3 or 4 units,,,,,,,,,,,,,,,,
value,7.4521,3.6511,4.4216,4.1956,3.1998,4.0777,5.3244,3.2263,5.1551,3.9447,4.4259,3.5443,5.6369,5.5719,4.5482,3.5153
min,2.9,0.8,2.5,2.7,1.1,2.3,3.8,1.9,2.8,2.3,1.8,1,2.3,3.9,2,2.2
max,14,6.8,8.4,7,5.8,6.6,7.3,4.7,11,6.5,7.4,6,8.1,9,7.9,5.5
mean,7.4,3.6846,4.4263,4.2095,3.1727,4.0929,5.3,3.2273,5.1733,3.9455,4.4643,3.5696,5.6538,5.5846,4.5692,3.5235
std. dev.,2.9518,1.6737,1.4552,1.3232,1.2256,1.2652,1.3699,0.839,1.8053,1.2871,1.6166,1.171,1.6601,1.6041,1.8975,1.0365
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - 20 or more un,,,,,,,,,,,,,,,,
value,8.2453,6.5099,4.9308,5.0525,5.3393,9.9197,6.1599,3.4595,9.9576,8.908,4.4979,3.677,12.762,4.1598,7.6734,6.7634
min,4.1,2.2,2.6,2.3,1.8,2.3,4.2,1.4,5.7,5.7,2.5,0.4,4.5,1.9,0.3,1.5
max,12.9,15.4,7.2,9.6,9.6,22.7,8.7,5.2,26.4,14.4,8.2,6.5,26.8,7.3,15.2,17.2
mean,8.2611,6.4385,4.9421,5.0762,5.3682,9.9143,6.1714,3.4591,9.94,8.9545,4.4643,3.6826,12.8,4.1538,7.6692,6.8235
std. dev.,2.7084,4.227,1.1625,1.6899,1.9951,5.2234,1.5872,1.068,5.2965,3.2222,1.6777,1.5634,7.1998,1.6998,3.725,4.5591
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - 2 units,,,,,,,,,,,,,,,,
value,7.9593,2.3831,3.3931,5.5306,2.3432,2.7868,3.7009,3.0632,3.0091,3.6109,3.2301,2.4647,3.6128,2.7103,3.0864,2.2253
min,2.2,1.5,1.7,1.3,1,0.7,1.7,1.4,1.3,1.1,1.7,1.2,0.9,1.6,1.2,0.6
max,13.9,3.7,7.2,17.8,4,5.3,8.1,8.7,7.7,9.7,5.9,4.3,11,4.1,7.6,4.3
mean,7.9444,2.3923,3.3789,5.6238,2.3273,2.7714,3.6714,3.0909,3.0333,3.6182,3.2571,2.4609,3.6385,2.7231,3.1308,2.2353
std. dev.,3.1397,0.7751,1.3782,3.8218,0.9996,1.23,2.1998,1.5832,1.7303,2.7279,1.2666,0.7739,2.9907,0.8368,1.858,0.9434
,,,,,,,,,,,,,,,,
2014 Estimate; UNITS IN STRUCTURE - Total housing units - 10 to 19 unit,,,,,,,,,,,,,,,,
value,4.3638,3.3763,4.1724,3.3269,4.748,5.5537,5.2775,3.1358,5.4426,8.4474,4.8033,2.7982,5.2925,2.4142,5.8156,3.7353
min,1.4,1.6,2.2,1.5,1.8,0.6,1.9,1.4,2.8,4.4,2.5,0.6,2.6,0.9,2.1,0.8
max,8,7.2,8.1,5.4,7.3,9.5,8.9,5.3,8.9,11.8,7.2,5,10,3.5,10.9,6.1
mean,4.3722,3.3692,4.2105,3.3286,4.75,5.5357,5.3143,3.1364,5.46,8.4455,4.7857,2.8043,5.2846,2.4154,5.8154,3.7176
std. dev.,1.62,1.4453,1.6696,0.9742,1.4745,2.2555,2.3695,0.9907,1.9048,2.0501,1.2095,1.3123,1.9991,0.9353,2.6745,1.5493
,,,,,,,,,,,,,,,,
"2014 Estimate; UNITS IN STRUCTURE - Total housing units - 1-unit, detac",,,,,,,,,,,,,,,,
